Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered:Number child entered for abacus reading,Correct on Abacus: 1=correct; 0=incorrect,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial
1,1,48,2,4,1,2.5,48,1,0,116,1,IN/OUT
0,1,16,2,2,1,3.12,16,1,0,116,1,IN/OUT
1,1,79,2,6,1,2.54,79,1,0,116,1,IN/OUT
1,1,82,2,3,1,3.21,82,1,0,116,1,IN/OUT
1,2,30,2,6,1,2.94,30,1,0,116,1,IN/OUT
1,3,2,1,4,1,3.58,2,1,0,116,1,leading/trailing
0,2,71,2,1,1,3.69,71,1,0,116,1,IN/OUT
0,4,60,2,1,1,3.11,60,1,0,116,1,leading/trailing
1,3,4,1,6,1,2.85,4,1,0,116,1,leading/trailing
1,1,62,1,3,1,2.29,62,1,0,116,1,IN/OUT
1,3,4,1,5,1,3.49,4,1,0,116,1,leading/trailing
1,3,6,1,5,1,2.83,6,1,0,116,1,leading/trailing
1,2,41,2,5,1,2.2,41,1,0,116,1,IN/OUT
1,1,11,2,3,1,2.5,11,1,0,116,1,IN/OUT
1,3,5,1,5,1,2.85,5,1,0,116,1,leading/trailing
1,4,50,2,4,1,2.05,50,1,0,116,1,leading/trailing
0,1,81,1,2,1,2.76,81,1,0,116,1,IN/OUT
1,2,2,1,5,1,3.89,2,1,0,116,1,IN/OUT
1,3,8,1,7,1,3.36,8,1,0,116,1,leading/trailing
0,1,69,1,2,1,3.26,69,1,0,116,1,IN/OUT
0,4,70,2,1,1,3.93,70,1,0,116,1,leading/trailing
0,3,5,1,1,1,3.12,5,1,0,116,1,leading/trailing
1,4,10,2,7,1,2.06,10,1,0,116,1,leading/trailing
0,2,71,2,1,1,2.67,71,1,0,116,1,IN/OUT
1,2,81,2,5,1,2.29,81,1,0,116,1,IN/OUT
0,2,24,2,1,1,2.34,24,1,0,116,1,IN/OUT
1,4,30,2,4,1,2,30,1,0,116,1,leading/trailing
1,1,43,1,6,1,1.79,43,1,0,116,1,IN/OUT
1,4,40,2,6,1,2.51,40,1,0,116,1,leading/trailing
1,4,30,2,5,1,1.46,30,1,0,116,1,leading/trailing
1,1,39,1,3,1,1.74,39,1,0,116,1,IN/OUT
1,2,31,2,6,1,1.65,31,1,0,116,1,IN/OUT
1,2,18,1,7,1,2.21,18,1,0,116,1,IN/OUT
1,1,92,2,3,1,1.93,92,1,0,116,1,IN/OUT
1,4,60,2,6,1,2.99,60,1,0,116,1,leading/trailing
1,4,90,2,5,1,1.78,90,1,0,116,1,leading/trailing
0,3,6,1,1,1,4.11,6,1,0,116,1,leading/trailing
0,1,49,2,2,1,1.72,49,1,0,116,1,IN/OUT
1,1,63,2,5,1,2.73,63,1,0,116,1,IN/OUT
1,2,52,1,4,1,1.93,52,1,0,116,1,IN/OUT
1,1,81,1,3,1,2.19,81,1,0,116,1,IN/OUT
1,2,8,1,5,1,2.82,8,1,0,116,1,IN/OUT
0,3,6,1,1,1,3.22,6,1,0,116,1,leading/trailing
1,4,30,2,6,1,2.17,30,1,0,116,1,leading/trailing
0,4,80,2,1,1,2.21,80,1,0,116,1,leading/trailing
1,1,16,2,3,1,1.45,16,1,0,116,1,IN/OUT
1,2,66,1,7,1,2.08,66,1,0,116,1,IN/OUT
1,1,20,1,4,1,1.52,20,1,0,116,1,IN/OUT
1,3,2,1,5,1,1.86,2,1,0,116,1,leading/trailing
0,3,8,1,1,1,2.47,8,1,0,116,1,leading/trailing
1,3,1,1,5,1,2.5,1,1,0,116,1,leading/trailing
1,3,4,1,4,1,1.89,4,1,0,116,1,leading/trailing
1,4,80,2,7,1,2.33,80,1,0,116,1,leading/trailing
1,1,16,2,3,1,2.71,16,1,0,116,1,IN/OUT
1,4,20,2,6,1,1.76,20,1,0,116,1,leading/trailing
1,4,50,2,6,1,1.99,50,1,0,116,1,leading/trailing
1,4,80,2,4,1,1.84,80,1,0,116,1,leading/trailing
1,3,5,1,5,1,2.1,5,1,0,116,1,leading/trailing
1,1,66,1,3,1,1.89,66,1,0,116,1,IN/OUT
1,3,7,1,6,1,3.11,7,1,0,116,1,leading/trailing
1,4,50,2,4,1,2.74,50,1,0,116,1,leading/trailing
0,1,77,2,2,1,2.41,77,1,0,116,1,IN/OUT
1,2,91,2,5,1,1.89,91,1,0,116,1,IN/OUT
1,3,8,1,6,1,2.69,8,1,0,116,1,leading/trailing
1,4,90,2,5,1,1.81,90,1,0,116,1,leading/trailing
1,2,93,2,7,1,3.28,93,1,0,116,1,IN/OUT
1,2,23,2,7,1,2.38,23,1,0,116,1,IN/OUT
1,3,5,1,7,1,2.16,5,1,0,116,1,leading/trailing
1,3,1,1,5,1,2.5,1,1,0,116,1,leading/trailing
0,1,70,1,2,1,2.93,70,1,0,116,1,IN/OUT
1,2,76,1,6,1,3.05,76,1,0,116,1,IN/OUT
1,2,41,2,5,1,1.78,41,1,0,116,1,IN/OUT
1,2,7,2,6,1,2.02,7,1,0,116,1,IN/OUT
1,2,65,2,7,1,2.05,65,1,0,116,1,IN/OUT
1,1,69,2,5,1,1.75,69,1,0,116,1,IN/OUT
1,3,8,1,4,1,2.47,8,1,0,116,1,leading/trailing
1,2,15,2,4,1,2.01,15,1,0,116,1,IN/OUT
1,2,30,2,6,1,2.28,30,1,0,116,1,IN/OUT
1,2,71,1,6,1,5.1,71,1,0,116,1,IN/OUT
1,3,6,1,6,1,2.78,6,1,0,116,1,leading/trailing
1,3,9,1,6,1,6.71,9,1,0,116,1,leading/trailing
0,3,8,1,1,1,3.83,8,1,0,116,1,leading/trailing
1,1,79,2,3,1,6.19,79,1,0,116,1,IN/OUT
0,3,5,1,1,1,2.85,5,1,0,116,1,leading/trailing
1,1,29,2,5,1,2.68,29,1,0,116,1,IN/OUT
0,4,50,2,1,1,2.53,50,1,0,116,1,leading/trailing
1,4,20,2,7,1,2.96,20,1,0,116,1,leading/trailing
0,2,54,2,1,1,2.68,54,1,0,116,1,IN/OUT
0,4,80,2,1,1,6.4,80,1,0,116,1,leading/trailing
1,2,77,2,6,1,2.42,77,1,0,116,1,IN/OUT
1,3,9,1,4,1,2.12,9,1,0,116,1,leading/trailing
0,4,50,2,1,1,1.95,50,1,0,116,1,leading/trailing
1,3,1,1,6,1,2.22,1,1,0,116,1,leading/trailing
1,4,10,2,6,1,3.12,10,1,0,116,1,leading/trailing
1,3,1,1,6,1,2.37,1,1,0,116,1,leading/trailing
1,2,77,2,6,1,2.13,77,1,0,116,1,IN/OUT
0,2,50,2,1,1,3.26,50,1,0,116,1,IN/OUT
1,4,40,2,4,1,1.66,40,1,0,116,1,leading/trailing
1,1,93,2,3,1,2.13,93,1,0,116,1,IN/OUT
1,4,90,2,7,1,2.07,90,1,0,116,1,leading/trailing
1,3,2,1,7,1,1.79,2,1,0,116,1,leading/trailing
1,1,87,1,5,1,2.05,87,1,0,116,1,IN/OUT
1,3,87,1,5,1,2.43,87,1,3,117,1,leading/trailing
1,3,33,1,7,1,2.82,33,1,3,117,1,leading/trailing
0,2,682,3,1,1,2.47,682,1,3,117,1,IN/OUT
1,2,30,2,6,1,2.35,30,1,2,117,1,IN/OUT
1,2,71,2,7,1,3.9,71,1,2,117,1,IN/OUT
1,4,60,2,5,1,2.56,60,1,2,117,1,leading/trailing
1,3,8,1,5,1,1.84,8,1,2,117,1,leading/trailing
1,3,4,1,5,1,4.77,4,1,2,117,1,leading/trailing
1,1,59,2,6,1,1.4,59,1,2,117,1,IN/OUT
1,4,160,3,6,1,1.79,160,1,3,117,1,leading/trailing
0,1,76,2,2,1,1.46,76,1,2,117,1,IN/OUT
1,1,74,1,4,1,1.69,74,1,2,117,1,IN/OUT
1,3,3,1,4,1,1.54,3,1,2,117,1,leading/trailing
0,4,960,3,1,1,2.13,965,0,3,117,1,leading/trailing
0,1,869,2,2,1,5.82,869,1,3,117,1,IN/OUT
1,2,47,2,6,1,1.83,47,1,2,117,1,IN/OUT
1,2,920,3,6,1,4.08,920,1,3,117,1,IN/OUT
1,4,160,3,6,1,2.1,160,1,3,117,1,leading/trailing
1,4,270,3,5,1,3.28,270,1,3,117,1,leading/trailing
1,3,3,1,4,1,1.69,3,1,2,117,1,leading/trailing
1,1,45,1,3,1,2.66,45,1,2,117,1,IN/OUT
1,1,748,2,3,1,2.04,748,1,3,117,1,IN/OUT
1,3,98,1,7,1,5.4,98,1,3,117,1,leading/trailing
0,4,130,3,1,1,3.93,13,0,3,117,1,leading/trailing
0,2,422,2,1,1,3.79,422,1,3,117,1,IN/OUT
1,1,33,1,5,1,1.57,33,1,2,117,1,IN/OUT
0,1,501,1,2,1,2.21,501,1,3,117,1,IN/OUT
1,2,971,3,5,1,1.98,971,1,3,117,1,IN/OUT
1,1,442,2,3,1,1.5,442,1,3,117,1,IN/OUT
0,4,60,2,1,1,2.2,60,1,2,117,1,leading/trailing
1,2,987,3,6,1,3.72,987,1,3,117,1,IN/OUT
1,3,1,1,4,1,1.75,1,1,2,117,1,leading/trailing
0,2,11,1,1,1,2.36,11,1,2,117,1,IN/OUT
1,3,4,1,4,1,1.3,4,1,2,117,1,leading/trailing
1,4,490,3,6,1,4.41,490,1,3,117,1,leading/trailing
1,4,910,3,7,1,3.41,910,1,3,117,1,leading/trailing
1,1,89,1,4,1,1.9,89,1,2,117,1,IN/OUT
0,2,7,1,1,1,2.73,7,1,2,117,1,IN/OUT
1,1,78,1,4,1,1.76,78,1,2,117,1,IN/OUT
1,3,6,1,5,1,2.4,6,1,2,117,1,leading/trailing
1,3,9,1,4,1,1.46,48,0,2,117,1,leading/trailing
1,3,47,1,7,1,6.82,47,1,3,117,1,leading/trailing
1,1,284,1,3,1,2.18,284,1,3,117,1,IN/OUT
0,1,78,2,2,1,2.61,78,1,2,117,1,IN/OUT
0,1,946,3,2,1,1.3,946,1,3,117,1,IN/OUT
1,4,80,2,7,1,3.79,80,1,2,117,1,leading/trailing
1,1,645,2,5,1,3.41,645,1,3,117,1,IN/OUT
1,2,48,2,7,1,2.21,48,1,2,117,1,IN/OUT
0,3,28,1,1,1,2.54,28,1,3,117,1,leading/trailing
1,4,310,3,6,1,1.98,310,1,3,117,1,leading/trailing
1,2,589,1,7,1,4.34,589,1,3,117,1,IN/OUT
1,1,98,2,4,1,1.5,98,1,2,117,1,IN/OUT
0,3,2,1,1,1,17.6,2,1,2,117,2,leading/trailing
0,2,154,1,1,1,7.02,78,0,3,117,1,IN/OUT
1,4,10,2,6,1,2.75,10,1,2,117,1,leading/trailing
1,2,714,2,5,0,2.34,714,1,3,117,1,IN/OUT
1,2,83,1,7,1,4.85,83,1,2,117,1,IN/OUT
1,2,76,2,5,0,1.79,76,1,2,117,1,IN/OUT
1,1,483,2,3,1,1.77,483,1,3,117,1,IN/OUT
1,4,80,2,6,1,2.27,80,1,2,117,1,leading/trailing
1,4,80,2,5,1,1.84,80,1,2,117,1,leading/trailing
1,3,52,1,6,0,1.74,552,0,3,117,1,leading/trailing
1,1,54,2,6,1,2.95,54,1,2,117,1,IN/OUT
1,2,242,1,7,1,2.89,242,1,3,117,1,IN/OUT
1,2,3,2,7,1,1.85,3,1,2,117,1,IN/OUT
0,2,963,3,1,1,3.18,963,1,3,117,1,IN/OUT
1,4,690,3,5,1,1.83,695,0,3,117,1,leading/trailing
1,3,1,1,6,1,4.15,4,0,2,117,1,leading/trailing
0,3,9,1,1,1,3.6,9,1,2,117,1,leading/trailing
0,4,840,3,1,1,1.43,840,1,3,117,1,leading/trailing
0,3,51,1,1,1,2.34,51,1,3,117,1,leading/trailing
1,3,5,1,5,1,2.03,5,1,2,117,1,leading/trailing
0,4,40,2,1,1,2.57,40,1,2,117,1,leading/trailing
1,2,266,1,7,1,2.91,266,1,3,117,1,IN/OUT
1,1,119,3,4,1,1.94,118,0,3,117,1,IN/OUT
1,2,79,1,6,1,2.79,79,1,2,117,1,IN/OUT
1,2,12,1,6,1,2.82,12,1,2,117,1,IN/OUT
1,1,36,1,5,1,1.62,36,1,2,117,1,IN/OUT
1,1,68,2,5,1,2.83,68,1,2,117,1,IN/OUT
1,3,95,1,7,1,1.87,95,1,3,117,1,leading/trailing
1,4,40,2,4,1,1.3,40,1,2,117,1,leading/trailing
0,3,1,1,1,1,3.45,1,1,2,117,1,leading/trailing
1,1,382,2,5,1,6.01,382,1,3,117,1,IN/OUT
1,1,223,1,4,1,2.15,223,1,3,117,1,IN/OUT
1,2,991,3,5,1,1.57,991,1,3,117,1,IN/OUT
0,3,7,1,1,1,2.37,7,1,2,117,1,leading/trailing
1,4,530,3,4,1,1.26,530,1,3,117,1,leading/trailing
1,2,17,1,7,1,2.93,17,1,2,117,1,IN/OUT
0,2,43,1,1,1,2.52,43,1,2,117,1,IN/OUT
1,3,47,1,6,1,1.63,486,0,3,117,1,leading/trailing
1,1,935,1,4,1,1.77,935,1,3,117,1,IN/OUT
1,1,201,1,4,1,1.85,476,0,3,117,1,IN/OUT
1,2,524,1,5,1,3.45,524,1,3,117,1,IN/OUT
1,4,10,2,4,1,1.44,10,1,2,117,1,leading/trailing
1,1,6,2,3,1,1.25,6,1,2,117,1,IN/OUT
0,1,68,2,2,1,3.1,68,1,2,117,1,IN/OUT
1,4,170,3,5,1,2.09,170,1,3,117,1,leading/trailing
1,2,439,2,7,1,2.24,439,1,3,117,1,IN/OUT
1,1,964,3,3,1,1.73,960,0,3,117,1,IN/OUT
1,3,79,1,6,1,3.71,790,0,3,117,1,leading/trailing
1,2,659,2,7,1,12.9,659,1,3,117,2,IN/OUT
1,3,29,1,5,1,2.03,29,1,3,117,1,leading/trailing
1,4,80,2,4,1,1.77,85,0,2,117,1,leading/trailing
1,4,90,2,6,1,2.32,90,1,2,117,1,leading/trailing
1,3,35,1,5,1,4.25,35,1,3,117,1,leading/trailing
0,3,66,1,1,1,2.13,66,1,3,117,1,leading/trailing
1,3,48,1,7,1,1.98,48,1,3,117,1,leading/trailing
1,1,73,2,3,1,1.68,73,1,2,117,1,IN/OUT
0,2,36,1,1,1,3.97,36,1,2,117,1,IN/OUT
1,4,30,2,6,1,1.87,30,1,2,117,1,leading/trailing
0,4,50,2,1,1,2.25,50,1,2,117,1,leading/trailing
1,4,10,2,6,1,1.93,10,1,2,117,1,leading/trailing
1,3,11,1,6,1,1.84,11,1,3,117,1,leading/trailing
1,2,240,3,4,1,1.73,240,1,3,117,1,IN/OUT
1,3,2,1,5,1,1.6,2,1,2,117,1,leading/trailing
1,2,56,1,7,1,2.04,56,1,2,117,1,IN/OUT
1,4,90,2,6,1,1.28,90,1,2,117,1,leading/trailing
0,4,590,3,1,1,2.21,590,1,3,117,1,leading/trailing
1,1,820,2,3,1,2.65,820,1,3,117,1,IN/OUT
1,4,990,3,7,1,1.89,990,1,3,117,1,leading/trailing
1,3,9,1,5,1,3.79,9,1,2,117,1,leading/trailing
1,2,65,2,6,1,2.54,5,0,2,117,1,IN/OUT
0,4,60,2,1,1,2.8,60,1,2,117,1,leading/trailing
0,1,19,3,2,1,3.56,19,1,3,117,1,IN/OUT
1,4,890,3,5,1,3.09,890,1,3,117,1,leading/trailing
1,4,820,3,4,1,1.31,820,1,3,117,1,leading/trailing
0,1,81,1,2,1,2.04,81,1,2,117,1,IN/OUT
0,3,51,1,1,1,3.18,51,1,3,117,1,leading/trailing
1,4,620,3,5,1,3.51,620,1,3,118,1,leading/trailing
1,2,146,1,5,1,4.24,146,1,3,118,1,IN/OUT
1,1,83,2,4,1,2.78,83,1,2,118,1,IN/OUT
1,4,90,2,5,1,4.23,90,1,2,118,1,leading/trailing
1,4,10,2,7,1,2.08,10,1,2,118,1,leading/trailing
0,3,9,1,1,1,3.99,9,1,2,118,1,leading/trailing
1,3,3,1,7,1,2.89,3,1,2,118,1,leading/trailing
1,2,217,2,5,1,3.21,217,1,3,118,1,IN/OUT
1,2,153,2,4,1,3.09,153,1,3,118,1,IN/OUT
1,2,805,2,5,1,3.15,805,1,3,118,1,IN/OUT
1,3,4,1,6,1,5.57,4,1,2,118,1,leading/trailing
1,3,4,1,4,1,2.1,4,1,2,118,1,leading/trailing
1,1,322,2,4,1,2.04,322,1,3,118,1,IN/OUT
1,3,3,1,5,1,4.31,3,1,2,118,1,leading/trailing
1,3,79,1,4,1,8.18,79,1,3,118,1,leading/trailing
0,3,65,1,1,1,4.5,65,1,3,118,1,leading/trailing
1,3,6,1,5,1,2.58,6,1,2,118,1,leading/trailing
1,2,8,1,6,1,2.45,8,1,2,118,1,IN/OUT
1,1,48,1,3,1,2.18,48,1,2,118,1,IN/OUT
1,2,236,3,6,1,2.59,236,1,3,118,1,IN/OUT
1,2,732,1,7,1,4.49,732,1,3,118,1,IN/OUT
0,4,80,2,1,1,7.78,80,1,2,118,1,leading/trailing
1,1,127,3,4,1,3.43,127,1,3,118,1,IN/OUT
1,2,310,3,5,1,2.14,310,1,3,118,1,IN/OUT
0,3,2,1,1,1,1.84,2,1,2,118,1,leading/trailing
0,1,398,3,2,1,2.44,398,1,3,118,1,IN/OUT
1,2,66,1,6,1,2.36,66,1,2,118,1,IN/OUT
1,4,50,2,6,1,2.75,50,1,2,118,1,leading/trailing
1,1,612,1,3,1,2.28,612,1,3,118,1,IN/OUT
0,3,34,1,1,1,2.42,34,1,3,118,1,leading/trailing
1,1,24,1,4,1,5.79,24,1,2,118,1,IN/OUT
0,2,44,1,1,1,2.5,0,0,2,118,1,IN/OUT
1,1,43,3,4,1,4.03,43,1,3,118,1,IN/OUT
0,3,4,1,1,1,1.63,4,1,2,118,1,leading/trailing
1,2,41,2,5,1,2.34,41,1,2,118,1,IN/OUT
0,1,46,2,2,1,1.87,46,1,2,118,1,IN/OUT
1,1,661,2,3,1,3.57,661,1,3,118,1,IN/OUT
1,1,68,2,4,1,3.52,68,1,2,118,1,IN/OUT
1,1,17,1,3,1,0.644,17,1,2,118,1,IN/OUT
1,2,835,2,7,1,3.72,835,1,3,118,1,IN/OUT
1,3,28,1,4,1,3.21,28,1,3,118,1,leading/trailing
1,4,480,3,5,1,3.45,480,1,3,118,1,leading/trailing
1,4,170,3,5,1,1.88,170,1,3,118,1,leading/trailing
1,1,254,3,5,1,3.43,254,1,3,118,1,IN/OUT
0,1,98,2,2,1,4.29,98,1,2,118,1,IN/OUT
1,3,37,1,5,1,2.94,37,1,3,118,1,leading/trailing
0,4,130,3,1,1,1.91,13,0,3,118,1,leading/trailing
0,4,10,2,1,1,3.77,10,1,2,118,1,leading/trailing
1,2,291,3,7,1,3.46,291,1,3,118,1,IN/OUT
0,1,75,2,2,1,2.78,75,1,2,118,1,IN/OUT
1,4,40,2,5,1,3.15,40,1,2,118,1,leading/trailing
1,2,1,1,4,1,2.68,1,1,2,118,1,IN/OUT
1,1,84,3,5,1,3.03,84,1,3,118,1,IN/OUT
0,3,47,1,1,1,3.02,47,1,3,118,1,leading/trailing
1,4,560,3,4,1,5.17,560,1,3,118,1,leading/trailing
1,4,880,3,6,1,2.38,880,1,3,118,1,leading/trailing
1,3,3,1,5,1,2.32,3,1,2,118,1,leading/trailing
0,1,9,2,2,1,0.753,9,1,2,118,1,IN/OUT
1,1,197,1,3,1,2.36,197,1,3,118,1,IN/OUT
0,1,464,2,2,1,5.71,464,1,3,118,1,IN/OUT
1,2,492,3,6,1,5.63,492,1,3,118,1,IN/OUT
1,2,70,1,7,1,3.48,70,1,2,118,1,IN/OUT
1,3,6,1,6,1,2.79,6,1,2,118,1,leading/trailing
1,1,22,2,3,1,1.88,22,1,2,118,1,IN/OUT
1,4,490,3,5,1,1.22,490,1,3,118,1,leading/trailing
0,3,81,1,1,1,3.03,81,1,3,118,1,leading/trailing
1,4,170,3,5,1,2.29,170,1,3,118,1,leading/trailing
0,1,747,3,2,1,5.57,707,0,3,118,1,IN/OUT
1,1,73,1,3,1,2.52,70,0,2,118,1,IN/OUT
1,3,95,1,7,1,3.54,95,1,3,118,1,leading/trailing
0,1,239,3,2,1,2.9,239,1,3,118,1,IN/OUT
1,2,70,2,4,1,1.54,70,1,2,118,1,IN/OUT
0,4,480,3,1,1,1.92,480,1,3,118,1,leading/trailing
1,3,49,1,6,1,2.8,49,1,3,118,1,leading/trailing
1,4,30,2,7,1,2.83,30,1,2,118,1,leading/trailing
1,1,626,3,3,1,2.64,626,1,3,118,1,IN/OUT
0,4,630,3,1,1,3.41,630,1,3,118,1,leading/trailing
1,4,40,2,4,1,2.81,40,1,2,118,1,leading/trailing
1,1,20,1,4,1,3.18,20,1,2,118,1,IN/OUT
1,3,2,1,7,1,1.67,2,1,2,118,1,leading/trailing
1,4,20,2,5,1,1.55,20,1,2,118,1,leading/trailing
1,3,95,1,6,1,2.13,95,1,3,118,1,leading/trailing
1,4,260,3,7,1,3.13,26,0,3,118,1,leading/trailing
0,2,412,2,1,1,3.33,412,1,3,118,1,IN/OUT
0,2,64,2,1,1,2.49,60,0,2,118,1,IN/OUT
1,4,580,3,7,1,2.72,580,1,3,118,1,leading/trailing
1,1,450,1,5,1,1.66,450,1,3,118,1,IN/OUT
1,2,33,2,7,1,0.811,33,1,2,118,1,IN/OUT
0,2,473,1,1,1,2.47,473,1,3,118,1,IN/OUT
1,4,880,3,7,1,1.26,880,1,3,118,1,leading/trailing
1,4,860,3,7,1,2.07,860,1,3,118,1,leading/trailing
1,3,36,1,6,1,2.37,86,0,3,118,1,leading/trailing
1,3,26,1,6,1,2.51,26,1,3,118,1,leading/trailing
1,2,358,1,7,1,3.32,358,1,3,118,1,IN/OUT
1,3,81,1,6,1,3.03,81,1,3,118,1,leading/trailing
1,4,40,2,5,1,1.47,40,1,2,118,1,leading/trailing
1,4,40,2,7,1,1.73,40,1,2,118,1,leading/trailing
0,2,71,2,1,1,2.27,71,1,2,118,1,IN/OUT
1,2,82,2,6,1,2.56,82,1,2,118,1,IN/OUT
1,1,704,3,3,1,1.83,704,1,3,118,1,IN/OUT
1,3,6,1,5,1,3.79,6,1,2,118,1,leading/trailing
0,2,99,1,1,1,2.43,99,1,3,118,1,IN/OUT
1,3,5,1,6,1,3.08,5,1,2,118,1,leading/trailing
0,4,60,2,1,1,4.77,60,1,2,118,1,leading/trailing
1,3,6,1,6,1,2.07,6,1,2,118,1,leading/trailing
1,4,60,2,5,1,2.01,60,1,2,118,1,leading/trailing
1,2,13,1,7,1,1.76,13,1,2,118,1,IN/OUT
1,3,71,1,5,1,1.68,71,1,3,118,1,leading/trailing
1,4,70,2,4,1,1.38,70,1,2,118,1,leading/trailing
1,1,57,2,4,1,1.69,57,1,2,118,1,IN/OUT
0,4,50,2,1,1,1.64,10,0,2,118,1,leading/trailing
1,2,23,1,6,1,3.37,23,1,2,118,1,IN/OUT
0,3,8,1,1,1,1.59,8,1,2,118,1,leading/trailing
1,1,33,1,3,1,1.11,33,1,2,118,1,IN/OUT
1,1,2,2,3,1,1.29,2,1,2,118,1,IN/OUT
0,2,38,1,1,1,1.91,38,1,2,118,1,IN/OUT
1,2,98,2,7,1,2.55,98,1,2,118,1,IN/OUT
1,1,989,1,4,1,4.22,989,1,3,118,1,IN/OUT
1,3,28,1,6,1,2.1,28,1,3,118,1,leading/trailing
1,4,470,3,4,1,1.55,470,1,3,118,1,leading/trailing
0,4,630,3,1,1,3.32,630,1,3,118,1,leading/trailing
0,2,22,2,1,1,1.99,22,1,3,118,1,IN/OUT
1,1,70,1,4,1,3.86,70,1,2,118,1,IN/OUT
1,2,850,3,6,1,1.85,850,1,3,118,1,IN/OUT
1,3,3,1,5,1,1.39,3,1,2,118,1,leading/trailing
1,3,11,1,4,1,1.4,11,1,3,118,1,leading/trailing
1,2,79,1,7,1,2.9,79,1,2,118,1,IN/OUT
1,4,20,2,5,1,1.41,20,1,2,118,1,leading/trailing
1,4,90,2,6,1,4.07,90,1,0,119,1,leading/trailing
1,3,9,1,5,1,6.26,9,1,0,119,1,leading/trailing
1,4,40,2,4,1,5.58,40,1,0,119,1,leading/trailing
1,2,63,2,7,1,3.9,63,1,0,119,1,IN/OUT
0,2,50,2,1,1,4.96,50,1,0,119,1,IN/OUT
1,4,50,2,6,1,4.94,50,1,0,119,1,leading/trailing
1,4,80,2,6,1,2.81,80,1,0,119,1,leading/trailing
1,3,5,1,4,1,4.58,5,1,0,119,1,leading/trailing
0,4,40,2,1,1,4.32,40,1,0,119,1,leading/trailing
1,2,36,2,7,1,2.54,36,1,0,119,1,IN/OUT
1,2,54,1,7,1,3.87,54,1,0,119,1,IN/OUT
1,4,60,2,4,1,3.53,60,1,0,119,1,leading/trailing
0,1,7,2,2,1,3.06,7,1,0,119,1,IN/OUT
0,3,9,1,1,1,4.16,9,1,0,119,1,leading/trailing
1,4,70,2,7,1,3.03,70,1,0,119,1,leading/trailing
0,1,9,2,2,1,3.07,9,1,0,119,1,IN/OUT
1,4,60,2,5,1,4.63,60,1,0,119,1,leading/trailing
0,3,2,1,1,1,3.54,2,1,0,119,1,leading/trailing
0,3,5,1,1,1,8.57,5,1,0,119,1,leading/trailing
0,3,1,1,1,1,2.83,1,1,0,119,1,leading/trailing
0,4,60,2,1,1,3.57,60,1,0,119,1,leading/trailing
1,1,97,1,3,1,3.84,97,1,0,119,1,IN/OUT
1,1,48,1,6,1,2.69,48,1,0,119,1,IN/OUT
1,1,98,1,3,1,2.27,98,1,0,119,1,IN/OUT
1,2,16,2,5,1,2.5,16,1,0,119,1,IN/OUT
1,4,90,2,5,1,2.86,90,1,0,119,1,leading/trailing
1,1,17,2,3,1,2.88,17,1,0,119,1,IN/OUT
1,3,8,1,4,1,4.1,8,1,0,119,1,leading/trailing
1,1,10,1,3,1,3.02,10,1,0,119,1,IN/OUT
0,1,54,1,2,1,3.15,54,1,0,119,1,IN/OUT
1,2,71,2,5,1,2.63,71,1,0,119,1,IN/OUT
0,1,68,1,2,0,4.82,68,1,0,119,1,IN/OUT
0,2,28,1,1,1,3.41,28,1,0,119,1,IN/OUT
1,3,3,1,5,1,2.93,48,0,0,119,1,leading/trailing
1,1,67,1,3,1,4.72,67,1,0,119,1,IN/OUT
0,3,4,1,1,1,4.74,4,1,0,119,1,leading/trailing
0,4,20,2,1,1,3.31,20,1,0,119,1,leading/trailing
1,4,60,2,4,1,2.42,60,1,0,119,1,leading/trailing
1,1,2,2,3,1,3.09,2,1,0,119,1,IN/OUT
1,1,74,2,5,1,3.86,74,1,0,119,1,IN/OUT
1,1,95,1,5,1,2.5,95,1,0,119,1,IN/OUT
1,1,52,2,3,1,2.29,52,1,0,119,1,IN/OUT
0,4,20,2,1,1,4.46,20,1,0,119,1,leading/trailing
0,2,29,1,1,1,2.85,29,1,0,119,1,IN/OUT
1,4,60,2,4,1,2.08,60,1,0,119,1,leading/trailing
1,2,11,1,7,1,3.17,11,1,0,119,1,IN/OUT
0,4,70,2,1,1,3.33,70,1,0,119,1,leading/trailing
1,2,41,2,7,1,2.12,41,1,0,119,1,IN/OUT
1,1,35,1,5,1,3.63,35,1,0,119,1,IN/OUT
1,4,40,2,6,1,2.2,40,1,0,119,1,leading/trailing
1,2,28,1,6,1,2.68,28,1,0,119,1,IN/OUT
1,3,6,1,7,1,3.63,6,1,0,119,1,leading/trailing
1,3,5,1,7,1,2.79,5,1,0,119,1,leading/trailing
1,3,5,1,7,1,4.51,5,1,0,119,1,leading/trailing
1,3,6,1,5,1,3.21,6,1,0,119,1,leading/trailing
1,1,28,2,4,1,2.35,28,1,0,119,1,IN/OUT
