Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered: Only relevent to dual task,Correct on Abacus: only relevent to dual task,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial,Subject ID,One/Two conditions,Order,Subj ID across Experiments for within subject analysis of order
0,2,52,2,1,1,3.660528,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,77,1,4,1,6.6431468,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,630,3,7,1,2.0209328,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,2,150,3,1,1,3.0989193,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,2,290,1,1,1,4.0294106,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,650,3,4,1,2.8837058,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,366,1,5,1,4.6843857,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,4,490,3,1,1,3.056332,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,56,2,3,1,2.6138627,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,3,66,1,1,1,3.353032,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,99,1,4,1,3.1311544,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,10,2,5,1,3.8679811,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,4,60,2,1,1,3.3118687,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,78,1,5,1,1.7693607,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,165,1,3,1,2.1394529,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,1,811,1,5,1,8.3649277,0,0,3,232,2,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,3,71,1,4,0,3.9139678,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,2,64,2,7,1,1.6665927,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,187,1,7,1,4.6576519,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,20,2,5,1,1.7575722,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,2,32,2,1,1,2.005827,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,3,1,1,4,1,2.2263303,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,2,1,7,1,4.2225663,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,1,1,4,1,2.3813622,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,4,10,2,1,1,1.3823509,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,13,1,6,1,2.6672499,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,80,1,4,1,1.7863936,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,3,7,1,5,1,0.9838805,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,50,2,5,1,1.2637742,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,546,3,3,1,2.2868171,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,3,7,1,6,1,2.9216231,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,3,79,1,1,1,2.6880997,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,13,2,3,1,1.5573627,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,1,464,2,2,1,2.6196335,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,1,481,1,3,1,4.4159337,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,90,2,6,1,1.1330886,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,2,66,1,1,1,1.2638737,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,75,1,6,1,1.5484494,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,4,570,3,1,1,1.7095913,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,810,3,4,1,1.3131324,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,2,664,2,5,1,0.90570424,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,1,61,1,2,1,1.4157371,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,3,2,1,7,1,3.3270109,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,2,53,1,6,1,1.4344256,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,790,3,5,1,1.5990961,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,859,2,4,1,1.3328636,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,3,59,1,7,1,3.2444719,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,303,1,5,1,1.5590002,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,2,17,1,1,1,3.0261351,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,1,995,3,2,1,1.3523976,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,3,8,1,6,1,1.6722212,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,30,1,5,1,1.3831419,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,750,3,4,1,1.4522476,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,3,78,1,1,1,2.4252549,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,2,227,2,1,1,2.4078504,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,1,24,2,3,1,1.0792529,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,1,32,1,4,1,1.4837019,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,3,74,1,5,1,1.2181996,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,49,1,6,1,4.3448129,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,58,2,4,1,1.4585563,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,1,63,1,3,1,2.2147797,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,3,93,1,5,1,3.021564,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,9,1,6,1,2.4448556,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,50,2,5,1,1.2811648,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,6,1,4,1,4.1743199,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,55,1,4,1,1.0124452,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,2,1,7,1,1.6037905,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,110,3,6,1,1.6519974,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,730,2,5,1,1.3033088,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,58,1,4,1,1.4357371,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,950,3,7,1,2.4922492,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,480,2,5,1,1.5828934,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,570,3,4,1,2.3894866,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,2,13,1,5,1,2.3588901,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,50,1,4,1,1.0724624,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,740,3,7,1,2.3709898,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,2,748,1,6,1,2.725045,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,4,760,3,1,1,4.2540878,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,66,1,7,1,1.7921526,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,2,36,1,5,1,2.1182636,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,50,1,4,1,1.1204457,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,4,60,2,1,1,1.7292617,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,98,1,4,1,1.6819885,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,53,2,5,1,1.3573415,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,4,70,2,1,1,2.2865292,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,883,3,5,1,1.3843231,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,3,2,1,1,1,1.8640846,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,10,2,4,1,1.2909252,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,750,3,6,1,1.1656873,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,80,2,4,1,1.3093019,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,290,3,4,1,1.4772805,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,31,1,7,1,1.6873417,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,9,1,6,1,0.89749519,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,2,48,1,1,1,2.1752707,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,1,847,2,6,1,1.9461322,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,70,2,5,1,1.3065496,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,49,1,4,1,1.1319796,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,784,1,7,1,2.4519079,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,790,3,4,1,1.4326733,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,3,8,1,1,1,1.5152315,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,3,4,1,5,1,2.0049486,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,80,2,4,1,1.1726611,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,2,29,1,6,1,2.1955782,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,39,1,7,1,1.3192998,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,1,579,3,3,1,10.128128,0,0,3,232,2,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,898,1,7,1,1.917416,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,1,521,1,2,1,1.7310016,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,1,6,2,2,1,1.3479413,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,1,78,1,2,1,1.1350863,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,890,3,7,1,2.4941928,0,0,3,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
0,3,6,1,1,1,1.831972,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,70,2,6,1,3.2525031,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,4,70,2,4,1,1.0323232,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,2,17,3,7,1,3.3713307,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,1,995,1,2,1,3.2169781,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,3,3,1,1,1,2.4549685,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,2,215,1,7,1,2.8182558,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,4,90,2,4,1,1.5270295,0,0,2,232,1,leading/trailing, 2429skUp2.mat ,1,N/A,N/A
1,1,59,2,6,1,1.5585415,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
0,1,35,2,2,1,1.9178117,0,0,2,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,1,608,3,3,1,1.7615058,0,0,3,232,1,IN/Out, 2429skUp2.mat ,1,N/A,N/A
1,2,83,1,7,1,3.5375696,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,2,293,1,7,1,2.0279398,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,4,10,2,6,1,1.4627985,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,3,36,1,7,0,1.4493904,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,4,260,3,1,1,3.0049935,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,3,3,1,4,1,1.0303797,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,2,384,2,7,1,0.8669804,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,8,1,6,1,1.2720517,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,4,710,3,1,1,3.3731876,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,2,15,2,7,1,2.5129554,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,4,20,2,5,1,2.3200508,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,970,3,4,1,2.133116,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,2,1,2,1,1,1.8662894,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,2,32,2,6,1,1.3879411,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,4,980,3,1,1,5.3614203,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,2,772,3,1,1,2.2800989,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,2,6,1,1,1,1.9130473,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,4,40,2,1,1,1.0323337,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,419,1,6,1,2.6694798,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,1,208,3,5,1,1.7089319,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,1,93,2,3,1,2.5718282,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,2,127,1,1,1,4.592457,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,58,1,7,1,3.3030584,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,80,2,7,1,2.7789615,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,4,20,2,1,1,1.6309412,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,2,9,1,1,1,2.5930738,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,86,1,5,1,3.505608,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,65,1,3,1,1.9365888,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,1,932,1,5,1,1.3796898,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,2,6,2,7,1,1.724284,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,1,191,3,3,1,1.6260913,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,9,1,5,1,1.2619567,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,63,1,3,1,1.2483687,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,2,1,4,1,1.1071543,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,3,3,1,1,1,1.6913364,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,630,3,4,1,1.4491739,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,2,55,1,4,1,1.1903331,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,2,19,1,7,1,2.1778031,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,1,3,2,4,1,2.3007852,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,1,441,1,3,1,2.0027708,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,2,578,2,7,1,2.4303347,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,2,58,2,7,1,1.5996693,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,2,650,3,1,1,1.8524181,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,2,45,2,7,1,2.0947301,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,4,10,2,1,1,1.4303367,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,2,37,2,6,1,1.0558138,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,3,49,1,1,1,1.2497186,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,780,3,6,1,1.462225,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,3,78,1,4,1,0.99185543,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,883,1,4,0,6.4035668,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,4,10,2,7,1,2.8158115,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,4,110,3,1,1,3.226517,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,2,26,1,1,1,1.6663082,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,1,682,2,2,1,0.83346135,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,5,1,4,1,1.2551125,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,13,2,3,1,1.0345186,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,1,852,1,2,1,0.88756607,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,8,1,5,1,1.3364683,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,60,2,5,1,2.0653453,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,370,3,7,1,0.96908303,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,3,38,1,4,1,1.4704681,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,2,87,2,7,1,1.5294889,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,82,1,7,1,2.5693463,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,230,3,7,1,1.5395136,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,68,2,5,1,1.1211174,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,4,60,2,5,1,0.84451674,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,3,3,1,1,1,1.5761146,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,3,44,1,4,1,1.4768673,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,2,123,1,7,1,2.8209073,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,5,1,6,1,3.4236418,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,3,34,1,4,1,0.94161456,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,69,2,6,1,1.1986948,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,79,1,7,1,1.7635299,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,96,1,3,1,0.82463363,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,24,1,7,0,1.0372531,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,1,83,1,2,1,1.5221109,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,1,35,2,4,1,1.0437856,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,1,6,2,3,1,0.86930382,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,79,1,4,1,1.2253562,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,1,190,2,2,1,1.707472,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,1,83,1,2,1,0.91663228,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,3,41,1,1,1,1.7147239,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,7,2,4,1,0.81255191,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,1,115,2,3,1,0.9201393,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,4,720,3,6,1,2.0026801,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,310,3,7,1,3.4075994,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,63,2,3,1,1.4159375,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,3,78,1,1,1,1.227656,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,237,2,5,1,1.5591937,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,2,90,3,6,1,1.0201119,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,1,7,2,2,1,2.3139827,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,9,1,6,1,2.111791,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,19,1,3,1,0.99021476,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,15,1,6,1,3.5625051,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,1,336,1,4,1,1.4613184,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,6,1,5,1,1.6698727,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,2,84,1,7,1,2.151973,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,2,643,1,5,1,2.4108461,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,1,350,2,2,1,2.7575588,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,1,98,2,3,1,1.0237473,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,4,670,3,5,1,0.997927,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,2,783,3,1,1,1.8111678,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,3,6,1,4,1,1.5102196,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,820,3,7,1,2.733043,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,90,2,5,1,0.86360138,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,3,51,1,1,1,1.4203052,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,2,24,2,6,1,6.9176662,0,0,3,233,2,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,1,50,1,2,1,1.3521473,0,0,2,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,2,123,1,5,1,1.5679804,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
1,4,710,3,6,1,3.1861356,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,2,536,3,5,1,1.2460019,0,0,3,233,1,IN/Out, 2430psmUp2new.mat ,1,N/A,N/A
0,3,7,1,1,1,1.8320667,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,3,5,1,4,1,1.0490148,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,760,3,5,1,4.1255763,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
1,4,650,3,4,1,1.3428752,0,0,3,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
0,3,9,1,1,1,2.3016698,0,0,2,233,1,leading/trailing, 2430psmUp2new.mat ,1,N/A,N/A
