Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered: Only relevent to dual task,Correct on Abacus: only relevent to dual task,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial,Expertise level: ranges from 0 (none) to 2(has used abacus)
1,4,140,3,7,1,7.95,0,0,3,348,1,leading/trailing,0
1,1,63,2,3,1,1.33,0,0,2,348,1,IN/Out,0
1,4,90,2,7,1,2.13,0,0,2,348,1,leading/trailing,0
1,2,904,2,5,1,1.63,0,0,3,348,1,IN/Out,0
1,2,24,2,7,1,1.11,0,0,3,348,1,IN/Out,0
1,2,665,3,6,1,1.98,0,0,3,348,1,IN/Out,0
0,4,50,2,1,1,1.17,0,0,2,348,1,leading/trailing,0
1,2,10,2,7,1,1.04,0,0,2,348,1,IN/Out,0
1,1,820,1,3,1,2.04,0,0,3,348,1,IN/Out,0
1,3,3,1,7,1,1.12,0,0,2,348,1,leading/trailing,0
1,1,993,1,6,1,1.05,0,0,3,348,1,IN/Out,0
0,2,824,3,1,1,1.33,0,0,3,348,1,IN/Out,0
1,2,468,2,7,1,1.52,0,0,3,348,1,IN/Out,0
1,4,10,2,7,1,1.09,0,0,2,348,1,leading/trailing,0
1,3,2,1,5,1,3.46,0,0,2,348,1,leading/trailing,0
1,4,90,2,7,1,0.859,0,0,2,348,1,leading/trailing,0
1,4,30,2,4,1,1.44,0,0,2,348,1,leading/trailing,0
0,3,58,1,1,1,1.22,0,0,3,348,1,leading/trailing,0
0,4,30,2,1,1,1.11,0,0,2,348,1,leading/trailing,0
1,4,90,2,6,1,1.18,0,0,2,348,1,leading/trailing,0
0,2,44,2,1,1,1.1,0,0,2,348,1,IN/Out,0
1,1,81,1,5,1,0.977,0,0,2,348,1,IN/Out,0
1,1,98,2,3,1,1.11,0,0,2,348,1,IN/Out,0
1,3,2,1,7,1,1.19,0,0,2,348,1,leading/trailing,0
1,4,710,3,5,1,1.35,0,0,3,348,1,leading/trailing,0
1,1,666,1,3,1,0.82,0,0,3,348,1,IN/Out,0
1,2,74,1,7,1,0.908,0,0,2,348,1,IN/Out,0
1,4,640,3,5,1,0.774,0,0,3,348,1,leading/trailing,0
1,4,440,3,7,1,0.622,0,0,3,348,1,leading/trailing,0
0,4,290,3,1,1,1.46,0,0,3,348,1,leading/trailing,0
1,1,91,1,6,1,0.812,0,0,2,348,1,IN/Out,0
0,2,39,1,1,1,0.764,0,0,2,348,1,IN/Out,0
0,2,937,2,1,1,0.844,0,0,3,348,1,IN/Out,0
1,4,90,2,4,1,1.18,0,0,2,348,1,leading/trailing,0
1,4,950,3,6,1,1.85,0,0,3,348,1,leading/trailing,0
1,1,7,3,3,1,0.79,0,0,3,348,1,IN/Out,0
1,3,66,1,7,1,0.828,0,0,3,348,1,leading/trailing,0
1,3,4,1,6,1,0.906,0,0,2,348,1,leading/trailing,0
1,2,69,1,6,1,0.755,0,0,2,348,1,IN/Out,0
0,1,54,2,2,1,0.859,0,0,3,348,1,IN/Out,0
1,1,218,1,3,1,0.663,0,0,3,348,1,IN/Out,0
0,4,880,3,1,1,0.992,0,0,3,348,1,leading/trailing,0
1,1,35,1,5,1,0.758,0,0,2,348,1,IN/Out,0
1,3,16,1,6,1,0.871,0,0,3,348,1,leading/trailing,0
0,3,88,1,1,1,0.969,0,0,3,348,1,leading/trailing,0
1,4,30,2,4,1,0.728,0,0,2,348,1,leading/trailing,0
0,1,63,1,2,1,0.665,0,0,2,348,1,IN/Out,0
1,2,637,1,5,1,1.25,0,0,3,348,1,IN/Out,0
1,2,62,1,6,1,0.888,0,0,2,348,1,IN/Out,0
1,4,20,2,5,1,1.08,0,0,2,348,1,leading/trailing,0
1,4,40,2,7,1,0.739,0,0,2,348,1,leading/trailing,0
1,3,22,1,6,1,0.621,0,0,3,348,1,leading/trailing,0
0,1,808,3,2,1,0.809,0,0,3,348,1,IN/Out,0
1,1,316,1,5,1,0.694,0,0,3,348,1,IN/Out,0
0,3,14,1,1,1,0.865,0,0,3,348,1,leading/trailing,0
1,3,77,1,5,1,0.852,0,0,3,348,1,leading/trailing,0
1,1,47,1,5,1,0.84,0,0,2,348,1,IN/Out,0
1,2,89,1,7,1,0.652,0,0,2,348,1,IN/Out,0
1,2,438,2,7,1,0.577,0,0,3,348,1,IN/Out,0
1,3,5,1,4,1,0.591,0,0,2,348,1,leading/trailing,0
1,1,372,1,4,1,1.24,0,0,3,348,1,IN/Out,0
1,2,3,1,5,1,0.608,0,0,2,348,1,IN/Out,0
0,2,63,3,1,1,1.18,0,0,3,348,1,IN/Out,0
1,1,77,2,4,1,0.98,0,0,2,348,1,IN/Out,0
1,1,10,1,3,1,0.818,0,0,2,348,1,IN/Out,0
1,2,855,2,6,1,1.09,0,0,3,348,1,IN/Out,0
0,3,32,1,1,1,1.05,0,0,3,348,1,leading/trailing,0
1,4,30,2,6,1,0.99,0,0,2,348,1,leading/trailing,0
0,1,38,2,2,1,0.638,0,0,2,348,1,IN/Out,0
1,2,33,2,7,1,0.903,0,0,2,348,1,IN/Out,0
1,1,33,1,5,1,0.968,0,0,2,348,1,IN/Out,0
1,3,6,1,5,1,0.641,0,0,2,348,1,leading/trailing,0
1,3,65,1,5,1,1.1,0,0,3,348,1,leading/trailing,0
0,2,348,2,1,1,0.996,0,0,3,348,1,IN/Out,0
1,4,620,3,4,1,1.48,0,0,3,348,1,leading/trailing,0
1,2,384,2,7,1,0.717,0,0,3,348,1,IN/Out,0
0,2,74,2,1,1,0.774,0,0,2,348,1,IN/Out,0
1,3,6,1,5,1,0.622,0,0,2,348,1,leading/trailing,0
1,1,174,2,3,1,0.64,0,0,3,348,1,IN/Out,0
1,4,50,2,4,1,1.03,0,0,2,348,1,leading/trailing,0
0,1,35,2,2,1,1.1,0,0,2,348,1,IN/Out,0
0,3,4,1,1,1,0.973,0,0,2,348,1,leading/trailing,0
1,1,144,3,3,1,0.715,0,0,3,348,1,IN/Out,0
1,1,261,3,3,1,0.605,0,0,3,348,1,IN/Out,0
1,1,413,1,3,1,0.602,0,0,3,348,1,IN/Out,0
1,3,58,1,4,1,0.61,0,0,3,348,1,leading/trailing,0
1,3,96,1,6,1,1.1,0,0,3,348,1,leading/trailing,0
1,2,72,2,7,1,0.721,0,0,2,348,1,IN/Out,0
1,4,910,3,6,1,0.778,0,0,3,348,1,leading/trailing,0
0,4,90,2,1,1,1.23,0,0,2,348,1,leading/trailing,0
1,2,61,1,7,1,0.949,0,0,2,348,1,IN/Out,0
0,3,6,1,1,1,0.891,0,0,2,348,1,leading/trailing,0
1,1,72,1,4,1,1.06,0,0,2,348,1,IN/Out,0
1,2,40,2,6,1,0.848,0,0,2,348,1,IN/Out,0
1,2,415,3,6,1,1.12,0,0,3,348,1,IN/Out,0
1,3,5,1,4,1,0.836,0,0,2,348,1,leading/trailing,0
1,3,76,1,4,1,0.601,0,0,3,348,1,leading/trailing,0
1,4,350,3,5,1,1.2,0,0,3,348,1,leading/trailing,0
0,3,4,1,1,1,1.38,0,0,2,348,1,leading/trailing,0
1,3,92,1,6,1,1.12,0,0,3,348,1,leading/trailing,0
1,1,276,2,4,1,2.21,0,0,3,348,1,IN/Out,0
1,2,565,3,5,1,1,0,0,3,348,1,IN/Out,0
1,3,1,1,4,1,0.69,0,0,2,348,1,leading/trailing,0
1,4,570,3,7,1,0.701,0,0,3,348,1,leading/trailing,0
1,3,8,1,6,1,0.742,0,0,2,348,1,leading/trailing,0
0,1,128,3,2,1,1.24,0,0,3,348,1,IN/Out,0
1,2,70,3,7,1,0.912,0,0,3,348,1,IN/Out,0
1,3,11,1,5,1,1.15,0,0,3,348,1,leading/trailing,0
1,4,570,3,4,1,0.786,0,0,3,348,1,leading/trailing,0
1,1,22,2,4,1,0.728,0,0,2,348,1,IN/Out,0
0,4,30,2,1,1,1.1,0,0,2,348,1,leading/trailing,0
1,3,31,1,5,1,2.15,0,0,3,348,1,leading/trailing,0
1,4,320,3,4,1,1.04,0,0,3,348,1,leading/trailing,0
0,4,630,3,1,1,1.82,0,0,3,348,1,leading/trailing,0
1,3,5,1,6,1,2.1,0,0,2,348,1,leading/trailing,0
1,4,90,2,4,1,0.9,0,0,2,348,1,leading/trailing,0
0,4,960,3,1,1,0.748,0,0,3,348,1,leading/trailing,0
0,2,28,1,1,1,0.679,0,0,2,348,1,IN/Out,0
1,1,27,1,3,1,0.818,0,0,2,348,1,IN/Out,0
0,1,579,2,2,1,0.759,0,0,3,348,1,IN/Out,0
1,3,4,1,7,1,1.46,0,0,2,348,1,leading/trailing,0
1,3,21,1,4,1,1.28,0,0,3,348,1,leading/trailing,0
1,2,76,2,7,1,1.6,0,0,2,348,1,IN/Out,0
0,3,4,1,1,1,1.25,0,0,2,348,1,leading/trailing,0
1,2,97,2,6,1,0.769,0,0,2,348,1,IN/Out,0
1,2,570,3,5,1,0.804,0,0,3,348,1,IN/Out,0
1,4,780,3,7,1,0.868,0,0,3,348,1,leading/trailing,0
0,1,8,2,2,1,0.903,0,0,2,348,1,IN/Out,0
0,2,48,1,1,1,8.15,0,0,2,349,1,IN/Out,0
0,4,280,3,1,1,2.08,0,0,3,349,1,leading/trailing,0
1,3,1,1,7,1,1.56,0,0,2,349,1,leading/trailing,0
1,2,231,1,7,1,1.94,0,0,3,349,1,IN/Out,0
1,2,120,1,5,1,1.1,0,0,3,349,1,IN/Out,0
1,4,10,2,4,1,1.32,0,0,2,349,1,leading/trailing,0
0,3,11,1,1,1,3.08,0,0,3,349,1,leading/trailing,0
1,2,674,1,6,1,2.36,0,0,3,349,1,IN/Out,0
1,2,50,2,7,1,1.35,0,0,2,349,1,IN/Out,0
1,1,67,2,3,1,1.1,0,0,2,349,1,IN/Out,0
1,2,81,1,7,1,1.32,0,0,2,349,1,IN/Out,0
1,2,706,3,7,1,1.65,0,0,3,349,1,IN/Out,0
1,1,232,3,3,1,2.03,0,0,3,349,1,IN/Out,0
1,4,30,2,4,1,1.25,0,0,2,349,1,leading/trailing,0
0,2,525,2,1,1,1.67,0,0,3,349,1,IN/Out,0
1,4,10,2,4,1,1.13,0,0,2,349,1,leading/trailing,0
1,2,396,3,7,1,2.14,0,0,3,349,1,IN/Out,0
0,3,57,1,1,1,1.4,0,0,3,349,1,leading/trailing,0
1,1,3,2,4,1,1.91,0,0,2,349,1,IN/Out,0
1,1,169,2,3,1,2.11,0,0,3,349,1,IN/Out,0
1,1,84,1,3,1,1.28,0,0,2,349,1,IN/Out,0
0,4,340,3,1,1,1.7,0,0,3,349,1,leading/trailing,0
1,3,1,1,6,1,1.42,0,0,2,349,1,leading/trailing,0
1,1,63,2,5,1,1.71,0,0,2,349,1,IN/Out,0
1,2,7,1,7,1,1.5,0,0,2,349,1,IN/Out,0
1,2,57,1,7,1,1.89,0,0,3,349,1,IN/Out,0
1,4,950,3,5,1,1.15,0,0,3,349,1,leading/trailing,0
1,3,5,1,4,1,1.22,0,0,2,349,1,leading/trailing,0
1,2,643,1,5,1,1.25,0,0,3,349,1,IN/Out,0
1,1,319,3,5,1,1.32,0,0,3,349,1,IN/Out,0
1,1,841,1,4,1,1.3,0,0,3,349,1,IN/Out,0
1,1,865,1,4,1,1.8,0,0,3,349,1,IN/Out,0
0,3,6,1,1,1,1.86,0,0,2,349,1,leading/trailing,0
1,4,540,3,4,1,0.95,0,0,3,349,1,leading/trailing,0
0,3,3,1,1,1,1.53,0,0,2,349,1,leading/trailing,0
1,1,542,2,4,1,1.66,0,0,3,349,1,IN/Out,0
0,1,181,2,2,1,1.38,0,0,3,349,1,IN/Out,0
0,2,71,2,1,1,1.55,0,0,2,349,1,IN/Out,0
1,3,99,1,4,1,1.6,0,0,3,349,1,leading/trailing,0
1,1,71,2,3,1,1.09,0,0,2,349,1,IN/Out,0
1,3,92,1,5,1,1.81,0,0,3,349,1,leading/trailing,0
1,1,82,2,3,1,1.44,0,0,2,349,1,IN/Out,0
1,1,42,2,4,1,1.63,0,0,2,349,1,IN/Out,0
1,2,6,1,5,1,1.42,0,0,2,349,1,IN/Out,0
1,4,60,2,4,1,1.27,0,0,2,349,1,leading/trailing,0
1,4,560,3,5,1,1.46,0,0,3,349,1,leading/trailing,0
1,4,60,2,7,1,2.26,0,0,2,349,1,leading/trailing,0
1,2,71,1,7,1,1.77,0,0,2,349,1,IN/Out,0
1,2,10,1,6,1,1.81,0,0,2,349,1,IN/Out,0
0,4,50,2,1,1,1.68,0,0,2,349,1,leading/trailing,0
1,1,13,1,3,1,1.29,0,0,2,349,1,IN/Out,0
1,4,10,2,4,1,1.25,0,0,2,349,1,leading/trailing,0
1,2,66,2,5,1,0.738,0,0,2,349,1,IN/Out,0
1,1,98,2,5,1,1.17,0,0,2,349,1,IN/Out,0
1,3,14,1,5,1,2.05,0,0,3,349,1,leading/trailing,0
1,4,420,3,4,1,1.46,0,0,3,349,1,leading/trailing,0
1,4,40,2,4,1,1.17,0,0,2,349,1,leading/trailing,0
1,2,97,2,7,1,1.06,0,0,2,349,1,IN/Out,0
0,4,140,3,1,1,2.08,0,0,3,349,1,leading/trailing,0
0,3,4,1,1,1,2.39,0,0,2,349,1,leading/trailing,0
1,2,276,1,7,1,1.68,0,0,3,349,1,IN/Out,0
0,2,111,1,1,1,2.22,0,0,3,349,1,IN/Out,0
0,1,891,1,2,1,1.19,0,0,3,349,1,IN/Out,0
1,3,5,1,6,1,1.64,0,0,2,349,1,leading/trailing,0
1,4,170,3,4,1,2.17,0,0,3,349,1,leading/trailing,0
1,1,610,2,3,1,1.11,0,0,3,349,1,IN/Out,0
1,3,62,1,7,1,1.42,0,0,3,349,1,leading/trailing,0
1,1,634,3,6,1,1.01,0,0,3,349,1,IN/Out,0
1,1,248,2,4,1,1.27,0,0,3,349,1,IN/Out,0
1,4,450,3,5,1,1.17,0,0,3,349,1,leading/trailing,0
1,3,3,1,4,1,0.822,0,0,2,349,1,leading/trailing,0
1,3,4,1,5,1,1.36,0,0,2,349,1,leading/trailing,0
1,4,330,3,5,1,0.72,0,0,3,349,1,leading/trailing,0
1,2,91,2,6,1,0.771,0,0,2,349,1,IN/Out,0
0,4,20,2,1,1,0.974,0,0,2,349,1,leading/trailing,0
1,4,480,3,4,1,1.58,0,0,3,349,1,leading/trailing,0
1,1,14,2,5,1,0.84,0,0,2,349,1,IN/Out,0
1,4,660,3,4,1,0.863,0,0,3,349,1,leading/trailing,0
0,3,5,1,1,1,1.28,0,0,2,349,1,leading/trailing,0
1,2,964,2,6,1,0.944,0,0,3,349,1,IN/Out,0
0,1,88,1,2,1,1.17,0,0,2,349,1,IN/Out,0
0,1,50,1,2,1,0.863,0,0,2,349,1,IN/Out,0
1,3,1,1,5,1,1.56,0,0,2,349,1,leading/trailing,0
1,4,520,3,7,1,1.21,0,0,3,349,1,leading/trailing,0
1,3,7,1,6,1,1.24,0,0,2,349,1,leading/trailing,0
1,3,77,1,4,1,1.05,0,0,3,349,1,leading/trailing,0
1,3,9,1,4,1,0.673,0,0,2,349,1,leading/trailing,0
1,3,89,1,4,1,0.626,0,0,3,349,1,leading/trailing,0
1,1,158,3,3,1,0.975,0,0,3,349,1,IN/Out,0
1,2,502,3,6,1,0.845,0,0,3,349,1,IN/Out,0
0,1,254,2,2,1,1.44,0,0,3,349,1,IN/Out,0
1,4,370,3,5,1,1.16,0,0,3,349,1,leading/trailing,0
1,3,65,1,7,1,0.977,0,0,3,349,1,leading/trailing,0
1,4,30,2,4,1,0.767,0,0,2,349,1,leading/trailing,0
0,2,73,2,1,1,1.66,0,0,2,349,1,IN/Out,0
0,3,13,1,1,1,0.88,0,0,3,349,1,leading/trailing,0
1,1,87,1,4,1,2.33,0,0,2,349,1,IN/Out,0
1,2,93,2,7,1,0.955,0,0,2,349,1,IN/Out,0
1,1,915,1,5,1,2.23,0,0,3,349,1,IN/Out,0
1,3,6,1,7,1,2.17,0,0,2,349,1,leading/trailing,0
1,3,9,1,5,1,1.32,0,0,2,349,1,leading/trailing,0
1,4,80,2,6,1,0.936,0,0,2,349,1,leading/trailing,0
1,2,816,1,7,1,1.76,0,0,3,349,1,IN/Out,0
0,4,20,2,1,1,1.78,0,0,2,349,1,leading/trailing,0
1,3,57,1,6,1,1.57,0,0,3,349,1,leading/trailing,0
0,1,276,2,2,1,1.47,0,0,3,349,1,IN/Out,0
1,3,45,1,5,1,1.4,0,0,3,349,1,leading/trailing,0
1,4,30,2,4,1,1.09,0,0,2,349,1,leading/trailing,0
1,3,79,1,7,1,1.21,0,0,3,349,1,leading/trailing,0
1,1,747,2,6,1,1.11,0,0,3,349,1,IN/Out,0
0,1,66,2,2,1,1.24,0,0,2,349,1,IN/Out,0
0,4,30,2,1,1,1.06,0,0,2,349,1,leading/trailing,0
1,2,778,3,7,1,0.772,0,0,3,349,1,IN/Out,0
1,1,13,2,5,1,1.16,0,0,2,349,1,IN/Out,0
1,3,4,1,6,1,1.26,0,0,2,349,1,leading/trailing,0
0,2,50,2,1,1,1.42,0,0,2,349,1,IN/Out,0
0,2,236,1,1,1,1.31,0,0,3,349,1,IN/Out,0
0,2,670,3,1,1,1.55,0,0,3,349,1,IN/Out,0
1,2,74,1,6,1,1.26,0,0,2,349,1,IN/Out,0
0,4,470,3,1,1,1.48,0,0,3,349,1,leading/trailing,0
1,3,13,1,7,1,1.95,0,0,3,349,1,leading/trailing,0
1,4,10,2,7,1,0.891,0,0,2,349,1,leading/trailing,0
1,4,960,3,6,1,1.11,0,0,3,349,1,leading/trailing,0
1,2,78,1,7,1,1.08,0,0,2,349,1,IN/Out,0
1,3,27,1,4,1,1.26,0,0,3,349,1,leading/trailing,0
1,4,30,2,6,1,0.927,0,0,2,349,1,leading/trailing,0
0,3,22,1,1,1,1.67,0,0,3,349,1,leading/trailing,0
0,1,26,2,2,1,0.906,0,0,2,349,1,IN/Out,0
1,1,74,2,3,1,144,0,0,2,350,2,IN/Out,0
1,4,30,2,6,1,3.21,0,0,2,350,1,leading/trailing,0
1,4,130,3,5,1,3.05,0,0,3,350,1,leading/trailing,0
1,2,938,2,7,1,3.44,0,0,3,350,1,IN/Out,0
1,1,784,3,4,1,2.66,0,0,3,350,1,IN/Out,0
1,1,34,2,3,1,2.97,0,0,2,350,1,IN/Out,0
0,1,5,2,2,1,3.25,0,0,2,350,1,IN/Out,0
0,2,49,1,1,1,3.76,0,0,2,350,1,IN/Out,0
1,3,5,1,7,1,2.16,0,0,2,350,1,leading/trailing,0
0,2,7,1,1,1,4.47,0,0,2,350,1,IN/Out,0
1,4,30,2,6,1,4.52,0,0,2,350,1,leading/trailing,0
1,1,40,1,5,1,1.94,0,0,2,350,1,IN/Out,0
1,4,250,3,7,1,4.42,0,0,3,350,1,leading/trailing,0
1,4,50,2,4,1,2.56,0,0,2,350,1,leading/trailing,0
0,3,21,1,1,1,2.86,0,0,3,350,1,leading/trailing,0
1,4,170,3,6,1,2.79,0,0,3,350,1,leading/trailing,0
1,4,60,2,7,1,3.19,0,0,2,350,1,leading/trailing,0
0,1,90,2,2,1,2.76,0,0,3,350,1,IN/Out,0
1,1,971,1,6,1,2.33,0,0,3,350,1,IN/Out,0
1,3,9,1,5,1,2.04,0,0,2,350,1,leading/trailing,0
1,3,1,1,4,1,3.28,0,0,2,350,1,leading/trailing,0
1,3,26,1,7,1,2.07,0,0,3,350,1,leading/trailing,0
1,2,20,2,6,1,2.06,0,0,2,350,1,IN/Out,0
0,1,29,2,2,1,2.51,0,0,2,350,1,IN/Out,0
1,2,110,3,5,1,3.57,0,0,3,350,1,IN/Out,0
0,2,400,1,1,1,2.1,0,0,3,350,1,IN/Out,0
0,4,60,2,1,1,1.81,0,0,2,350,1,leading/trailing,0
1,4,10,2,7,1,1.54,0,0,2,350,1,leading/trailing,0
0,4,30,2,1,1,1.57,0,0,2,350,1,leading/trailing,0
1,3,18,1,5,1,2.24,0,0,3,350,1,leading/trailing,0
1,1,31,2,3,1,2.04,0,0,2,350,1,IN/Out,0
1,1,203,3,4,1,2.71,0,0,3,350,1,IN/Out,0
1,2,223,1,6,1,2.54,0,0,3,350,1,IN/Out,0
1,2,72,2,7,1,2.59,0,0,2,350,1,IN/Out,0
1,2,785,3,7,1,3.11,0,0,3,350,1,IN/Out,0
1,3,29,1,7,1,1.99,0,0,3,350,1,leading/trailing,0
1,1,141,2,5,1,2.45,0,0,3,350,1,IN/Out,0
0,4,90,2,1,1,1.19,0,0,2,350,1,leading/trailing,0
1,4,90,2,6,1,1.75,0,0,2,350,1,leading/trailing,0
1,3,2,1,7,1,2.19,0,0,2,350,1,leading/trailing,0
1,3,7,1,7,1,1.68,0,0,2,350,1,leading/trailing,0
1,1,98,1,3,1,3.56,0,0,2,350,1,IN/Out,0
1,3,4,1,4,1,1.8,0,0,2,350,1,leading/trailing,0
0,4,570,3,1,1,4.63,0,0,3,350,1,leading/trailing,0
1,4,560,3,4,1,3.15,0,0,3,350,1,leading/trailing,0
1,4,170,3,7,1,2.49,0,0,3,350,1,leading/trailing,0
1,1,565,2,3,1,1.93,0,0,3,350,1,IN/Out,0
1,3,3,1,7,1,2.12,0,0,2,350,1,leading/trailing,0
0,4,180,3,1,1,1.58,0,0,3,350,1,leading/trailing,0
1,2,12,1,6,1,1.26,0,0,2,350,1,IN/Out,0
1,4,20,2,4,1,1.85,0,0,2,350,1,leading/trailing,0
1,4,570,3,7,1,1.66,0,0,3,350,1,leading/trailing,0
1,3,8,1,5,1,2.07,0,0,2,350,1,leading/trailing,0
1,1,527,2,3,1,1.88,0,0,3,350,1,IN/Out,0
1,4,370,3,4,1,2.05,0,0,3,350,1,leading/trailing,0
1,2,855,2,5,1,2.73,0,0,3,350,1,IN/Out,0
0,2,444,1,1,1,1.91,0,0,3,350,1,IN/Out,0
1,3,99,1,5,1,1.75,0,0,3,350,1,leading/trailing,0
0,1,45,2,2,1,1.12,0,0,2,350,1,IN/Out,0
1,3,57,1,5,1,1.45,0,0,3,350,1,leading/trailing,0
1,2,67,2,6,1,1.39,0,0,2,350,1,IN/Out,0
0,4,60,2,1,1,1.69,0,0,2,350,1,leading/trailing,0
1,2,61,1,5,1,2.1,0,0,2,350,1,IN/Out,0
0,2,690,3,1,1,2.39,0,0,3,350,1,IN/Out,0
1,2,716,3,5,1,1.42,0,0,3,350,1,IN/Out,0
1,1,13,2,3,1,1.99,0,0,2,350,1,IN/Out,0
1,4,330,3,6,1,1.73,0,0,3,350,1,leading/trailing,0
1,1,72,1,3,1,3.61,0,0,2,350,1,IN/Out,0
1,3,41,1,5,1,1.33,0,0,3,350,1,leading/trailing,0
1,1,10,1,3,1,2.04,0,0,2,350,1,IN/Out,0
1,3,2,1,7,1,1.1,0,0,2,350,1,leading/trailing,0
1,1,39,1,5,1,2.45,0,0,2,350,1,IN/Out,0
1,3,13,1,5,1,2.32,0,0,3,350,1,leading/trailing,0
1,4,580,3,7,1,1.11,0,0,3,350,1,leading/trailing,0
1,4,50,2,4,1,1.17,0,0,2,350,1,leading/trailing,0
1,2,110,1,5,1,1.66,0,0,3,350,1,IN/Out,0
1,1,27,1,4,1,1.61,0,0,2,350,1,IN/Out,0
1,2,5,2,7,1,2.64,0,0,2,350,1,IN/Out,0
0,2,13,2,1,1,1.53,0,0,2,350,1,IN/Out,0
1,1,20,1,4,1,1.67,0,0,2,350,1,IN/Out,0
1,2,251,3,6,1,2.27,0,0,3,350,1,IN/Out,0
1,1,187,2,3,1,1.86,0,0,3,350,1,IN/Out,0
0,3,5,1,1,1,1.87,0,0,2,350,1,leading/trailing,0
1,1,735,1,3,1,1.3,0,0,3,350,1,IN/Out,0
1,3,6,1,6,1,2.2,0,0,2,350,1,leading/trailing,0
1,2,93,2,7,1,2.15,0,0,2,350,1,IN/Out,0
0,4,110,3,1,1,1.23,0,0,3,350,1,leading/trailing,0
1,4,60,2,7,1,2.66,0,0,2,350,1,leading/trailing,0
0,3,71,1,1,1,1.06,0,0,3,350,1,leading/trailing,0
1,2,333,1,7,1,5.19,0,0,3,350,1,IN/Out,0
1,3,21,1,4,1,1.24,0,0,3,350,1,leading/trailing,0
1,3,2,1,5,1,1.92,0,0,2,350,1,leading/trailing,0
0,4,710,3,1,1,1.55,0,0,3,350,1,leading/trailing,0
1,3,27,1,5,1,1.54,0,0,3,350,1,leading/trailing,0
1,1,37,2,5,1,0.969,0,0,3,350,1,IN/Out,0
0,1,964,1,2,1,4.09,0,0,3,350,1,IN/Out,0
1,2,319,2,6,1,4.28,0,0,3,350,1,IN/Out,0
1,1,928,2,3,1,1.14,0,0,3,350,1,IN/Out,0
0,3,64,1,1,1,3.51,0,0,3,350,1,leading/trailing,0
1,3,66,1,4,1,1.35,0,0,3,350,1,leading/trailing,0
1,2,19,1,6,1,2.54,0,0,2,350,1,IN/Out,0
1,4,450,3,5,1,4.81,0,0,3,350,1,leading/trailing,0
1,2,5,2,6,1,1.38,0,0,2,350,1,IN/Out,0
1,3,8,1,5,1,1.24,0,0,2,350,1,leading/trailing,0
1,4,90,2,4,1,2.31,0,0,2,350,1,leading/trailing,0
0,1,376,3,2,1,1.44,0,0,3,350,1,IN/Out,0
1,1,16,2,3,1,2.12,0,0,2,350,1,IN/Out,0
1,4,240,3,6,1,1.13,0,0,3,350,1,leading/trailing,0
1,2,761,3,5,1,2.06,0,0,3,350,1,IN/Out,0
0,1,598,1,2,1,1.34,0,0,3,350,1,IN/Out,0
1,3,72,1,4,1,1.6,0,0,3,350,1,leading/trailing,0
0,2,467,1,1,1,4.59,0,0,3,350,1,IN/Out,0
1,2,337,1,7,1,4.92,0,0,3,350,1,IN/Out,0
1,2,23,1,6,1,1.85,0,0,2,350,1,IN/Out,0
1,4,980,3,5,1,2.02,0,0,3,350,1,leading/trailing,0
1,1,892,1,4,1,2.54,0,0,3,350,1,IN/Out,0
1,3,54,1,7,1,1.62,0,0,3,350,1,leading/trailing,0
0,2,2,1,1,1,1.97,0,0,2,350,1,IN/Out,0
0,3,2,1,1,1,1.48,0,0,2,350,1,leading/trailing,0
1,4,20,2,4,1,3.74,0,0,2,350,1,leading/trailing,0
0,3,9,1,1,1,0.801,0,0,2,350,1,leading/trailing,0
1,2,89,1,7,1,0.95,0,0,2,350,1,IN/Out,0
1,4,60,2,4,1,1.09,0,0,2,350,1,leading/trailing,0
0,3,9,1,1,1,1.3,0,0,2,350,1,leading/trailing,0
0,1,45,2,2,1,1.35,0,0,2,350,1,IN/Out,0
0,3,34,1,1,1,1.03,0,0,3,350,1,leading/trailing,0
1,1,686,1,3,1,1.03,0,0,3,350,1,IN/Out,0
1,2,64,1,7,1,1.01,0,0,2,350,1,IN/Out,0
1,3,35,1,4,1,5.09,0,0,3,351,1,leading/trailing,1
1,4,660,3,6,1,1.11,0,0,3,351,1,leading/trailing,1
1,4,80,2,7,1,1.09,0,0,2,351,1,leading/trailing,1
1,2,778,3,7,1,0.949,0,0,3,351,1,IN/Out,1
1,4,830,3,5,1,0.711,0,0,3,351,1,leading/trailing,1
1,1,72,1,3,1,0.667,0,0,2,351,1,IN/Out,1
1,1,39,2,3,1,0.952,0,0,2,351,1,IN/Out,1
1,1,949,1,4,1,0.914,0,0,3,351,1,IN/Out,1
1,4,70,2,7,1,0.805,0,0,2,351,1,leading/trailing,1
0,1,92,1,2,1,1.4,0,0,2,351,1,IN/Out,1
1,2,682,1,5,1,1.48,0,0,3,351,1,IN/Out,1
